"GEO_ID","NAME","P1_001N","P1_001NA","P1_002N","P1_002NA","P1_003N","P1_003NA","P1_004N","P1_004NA","P1_005N","P1_005NA","P1_006N","P1_006NA","P1_007N","P1_007NA","P1_008N","P1_008NA","P1_009N","P1_009NA","P1_010N","P1_010NA","P1_011N","P1_011NA","P1_012N","P1_012NA","P1_013N","P1_013NA","P1_014N","P1_014NA","P1_015N","P1_015NA","P1_016N","P1_016NA","P1_017N","P1_017NA","P1_018N","P1_018NA","P1_019N","P1_019NA","P1_020N","P1_020NA","P1_021N","P1_021NA","P1_022N","P1_022NA","P1_023N","P1_023NA","P1_024N","P1_024NA","P1_025N","P1_025NA","P1_026N","P1_026NA","P1_027N","P1_027NA","P1_028N","P1_028NA","P1_029N","P1_029NA","P1_030N","P1_030NA","P1_031N","P1_031NA","P1_032N","P1_032NA","P1_033N","P1_033NA","P1_034N","P1_034NA","P1_035N","P1_035NA","P1_036N","P1_036NA","P1_037N","P1_037NA","P1_038N","P1_038NA","P1_039N","P1_039NA","P1_040N","P1_040NA","P1_041N","P1_041NA","P1_042N","P1_042NA","P1_043N","P1_043NA","P1_044N","P1_044NA","P1_045N","P1_045NA","P1_046N","P1_046NA","P1_047N","P1_047NA","P1_048N","P1_048NA","P1_049N","P1_049NA","P1_050N","P1_050NA","P1_051N","P1_051NA","P1_052N","P1_052NA","P1_053N","P1_053NA","P1_054N","P1_054NA","P1_055N","P1_055NA","P1_056N","P1_056NA","P1_057N","P1_057NA","P1_058N","P1_058NA","P1_059N","P1_059NA","P1_060N","P1_060NA","P1_061N","P1_061NA","P1_062N","P1_062NA","P1_063N","P1_063NA","P1_064N","P1_064NA","P1_065N","P1_065NA","P1_066N","P1_066NA","P1_067N","P1_067NA","P1_068N","P1_068NA","P1_069N","P1_069NA","P1_070N","P1_070NA","P1_071N","P1_071NA",
"1500000US421010109001","Block Group 1, Census Tract 109, Philadelphia County, Pennsylvania","1029","null","983","null","180","null","737","null","7","null","47","null","0","null","12","null","46","null","33","null","14","null","1","null","5","null","0","null","5","null","0","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","1","null","0","null","12","null","6","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010109002","Block Group 2, Census Tract 109, Philadelphia County, Pennsylvania","639","null","612","null","179","null","381","null","0","null","44","null","0","null","8","null","27","null","24","null","6","null","6","null","5","null","0","null","4","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010109003","Block Group 3, Census Tract 109, Philadelphia County, Pennsylvania","973","null","927","null","304","null","487","null","0","null","114","null","0","null","22","null","46","null","44","null","16","null","0","null","8","null","0","null","13","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","1","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010110001","Block Group 1, Census Tract 110, Philadelphia County, Pennsylvania","551","null","516","null","37","null","466","null","1","null","4","null","0","null","8","null","35","null","27","null","16","null","0","null","0","null","0","null","4","null","2","null","0","null","0","null","4","null","0","null","0","null","0","null","1","null","0","null","0","null","7","null","4","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010110002","Block Group 2, Census Tract 110, Philadelphia County, Pennsylvania","797","null","770","null","53","null","705","null","1","null","3","null","1","null","7","null","27","null","21","null","11","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","5","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010110003","Block Group 3, Census Tract 110, Philadelphia County, Pennsylvania","872","null","833","null","45","null","753","null","1","null","6","null","3","null","25","null","39","null","37","null","10","null","3","null","0","null","0","null","4","null","6","null","3","null","0","null","7","null","1","null","0","null","2","null","0","null","0","null","1","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010110004","Block Group 4, Census Tract 110, Philadelphia County, Pennsylvania","1158","null","1119","null","39","null","1054","null","4","null","0","null","0","null","22","null","39","null","31","null","11","null","1","null","1","null","0","null","4","null","6","null","1","null","0","null","3","null","0","null","0","null","0","null","2","null","0","null","2","null","6","null","1","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010111001","Block Group 1, Census Tract 111, Philadelphia County, Pennsylvania","516","null","508","null","1","null","501","null","0","null","0","null","0","null","6","null","8","null","8","null","2","null","0","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010111002","Block Group 2, Census Tract 111, Philadelphia County, Pennsylvania","1034","null","1000","null","7","null","970","null","0","null","6","null","0","null","17","null","34","null","33","null","12","null","0","null","0","null","0","null","2","null","7","null","2","null","0","null","5","null","0","null","0","null","5","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010111003","Block Group 3, Census Tract 111, Philadelphia County, Pennsylvania","754","null","723","null","42","null","658","null","7","null","1","null","0","null","15","null","31","null","29","null","17","null","0","null","1","null","0","null","2","null","3","null","2","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010111004","Block Group 4, Census Tract 111, Philadelphia County, Pennsylvania","1233","null","1202","null","12","null","1154","null","7","null","9","null","0","null","20","null","31","null","29","null","12","null","1","null","1","null","0","null","3","null","8","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112001","Block Group 1, Census Tract 112, Philadelphia County, Pennsylvania","644","null","619","null","7","null","605","null","1","null","0","null","0","null","6","null","25","null","21","null","13","null","0","null","0","null","0","null","2","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","1","null","0","null","4","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112002","Block Group 2, Census Tract 112, Philadelphia County, Pennsylvania","779","null","755","null","3","null","742","null","1","null","0","null","0","null","9","null","24","null","21","null","12","null","0","null","0","null","0","null","5","null","0","null","0","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112003","Block Group 3, Census Tract 112, Philadelphia County, Pennsylvania","829","null","813","null","8","null","792","null","7","null","0","null","0","null","6","null","16","null","14","null","6","null","0","null","0","null","0","null","5","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112004","Block Group 4, Census Tract 112, Philadelphia County, Pennsylvania","933","null","888","null","4","null","852","null","4","null","12","null","0","null","16","null","45","null","40","null","8","null","0","null","0","null","0","null","2","null","17","null","4","null","3","null","4","null","0","null","0","null","0","null","1","null","1","null","0","null","4","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112005","Block Group 5, Census Tract 112, Philadelphia County, Pennsylvania","792","null","760","null","10","null","739","null","2","null","1","null","0","null","8","null","32","null","28","null","11","null","2","null","1","null","0","null","3","null","7","null","1","null","1","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112006","Block Group 6, Census Tract 112, Philadelphia County, Pennsylvania","782","null","761","null","14","null","731","null","4","null","2","null","1","null","9","null","21","null","17","null","5","null","1","null","0","null","0","null","2","null","2","null","2","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010112007","Block Group 7, Census Tract 112, Philadelphia County, Pennsylvania","839","null","810","null","3","null","787","null","1","null","15","null","1","null","3","null","29","null","26","null","11","null","0","null","0","null","0","null","4","null","6","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","3","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010113001","Block Group 1, Census Tract 113, Philadelphia County, Pennsylvania","1042","null","1020","null","3","null","1010","null","2","null","2","null","0","null","3","null","22","null","21","null","2","null","1","null","8","null","0","null","1","null","5","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010113002","Block Group 2, Census Tract 113, Philadelphia County, Pennsylvania","809","null","769","null","12","null","748","null","1","null","4","null","0","null","4","null","40","null","33","null","8","null","2","null","7","null","0","null","1","null","6","null","3","null","0","null","3","null","0","null","0","null","3","null","0","null","0","null","0","null","7","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010113003","Block Group 3, Census Tract 113, Philadelphia County, Pennsylvania","983","null","945","null","9","null","920","null","2","null","0","null","1","null","13","null","38","null","27","null","10","null","0","null","0","null","0","null","3","null","10","null","0","null","0","null","2","null","0","null","0","null","0","null","2","null","0","null","0","null","6","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","5","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010114001","Block Group 1, Census Tract 114, Philadelphia County, Pennsylvania","1213","null","1158","null","55","null","1065","null","6","null","13","null","0","null","19","null","55","null","50","null","27","null","1","null","0","null","0","null","0","null","13","null","3","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010114002","Block Group 2, Census Tract 114, Philadelphia County, Pennsylvania","772","null","734","null","8","null","703","null","0","null","9","null","0","null","14","null","38","null","31","null","8","null","0","null","0","null","0","null","3","null","13","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010114003","Block Group 3, Census Tract 114, Philadelphia County, Pennsylvania","846","null","832","null","8","null","817","null","0","null","3","null","0","null","4","null","14","null","14","null","4","null","0","null","1","null","0","null","0","null","5","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010114004","Block Group 4, Census Tract 114, Philadelphia County, Pennsylvania","898","null","865","null","29","null","822","null","1","null","3","null","0","null","10","null","33","null","29","null","11","null","0","null","0","null","0","null","0","null","11","null","2","null","0","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010114005","Block Group 5, Census Tract 114, Philadelphia County, Pennsylvania","1603","null","1556","null","9","null","1514","null","5","null","6","null","1","null","21","null","47","null","42","null","15","null","1","null","0","null","0","null","1","null","10","null","1","null","2","null","12","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010114006","Block Group 6, Census Tract 114, Philadelphia County, Pennsylvania","988","null","930","null","41","null","851","null","4","null","14","null","1","null","19","null","58","null","46","null","17","null","1","null","1","null","1","null","9","null","5","null","2","null","0","null","8","null","0","null","0","null","1","null","0","null","1","null","0","null","9","null","5","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010115001","Block Group 1, Census Tract 115, Philadelphia County, Pennsylvania","858","null","834","null","79","null","740","null","0","null","6","null","1","null","8","null","24","null","23","null","9","null","0","null","1","null","0","null","5","null","5","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010115002","Block Group 2, Census Tract 115, Philadelphia County, Pennsylvania","1174","null","1144","null","72","null","1062","null","0","null","2","null","0","null","8","null","30","null","28","null","7","null","3","null","0","null","0","null","12","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010115003","Block Group 3, Census Tract 115, Philadelphia County, Pennsylvania","1127","null","1079","null","52","null","989","null","2","null","8","null","0","null","28","null","48","null","42","null","20","null","0","null","1","null","0","null","3","null","4","null","3","null","1","null","9","null","0","null","0","null","1","null","0","null","0","null","0","null","6","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010115004","Block Group 4, Census Tract 115, Philadelphia County, Pennsylvania","945","null","900","null","38","null","836","null","4","null","4","null","0","null","18","null","45","null","43","null","0","null","0","null","2","null","0","null","14","null","8","null","1","null","0","null","14","null","0","null","0","null","0","null","0","null","4","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010117001","Block Group 1, Census Tract 117, Philadelphia County, Pennsylvania","999","null","979","null","612","null","65","null","11","null","232","null","2","null","57","null","20","null","16","null","1","null","0","null","3","null","2","null","7","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","3","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010117002","Block Group 2, Census Tract 117, Philadelphia County, Pennsylvania","894","null","837","null","252","null","553","null","1","null","19","null","0","null","12","null","57","null","55","null","28","null","6","null","2","null","1","null","7","null","8","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010118001","Block Group 1, Census Tract 118, Philadelphia County, Pennsylvania","736","null","708","null","82","null","607","null","4","null","6","null","3","null","6","null","28","null","21","null","7","null","0","null","0","null","0","null","2","null","6","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","1","null","0","null","7","null","4","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010118002","Block Group 2, Census Tract 118, Philadelphia County, Pennsylvania","1039","null","1015","null","26","null","975","null","1","null","7","null","0","null","6","null","24","null","24","null","11","null","0","null","4","null","0","null","0","null","6","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010118003","Block Group 3, Census Tract 118, Philadelphia County, Pennsylvania","1138","null","1106","null","18","null","1070","null","5","null","3","null","0","null","10","null","32","null","31","null","8","null","0","null","0","null","0","null","1","null","9","null","1","null","0","null","11","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010118004","Block Group 4, Census Tract 118, Philadelphia County, Pennsylvania","574","null","557","null","7","null","528","null","0","null","0","null","0","null","22","null","17","null","15","null","3","null","0","null","0","null","0","null","1","null","4","null","0","null","0","null","5","null","0","null","0","null","1","null","1","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010118005","Block Group 5, Census Tract 118, Philadelphia County, Pennsylvania","1324","null","1274","null","56","null","1186","null","5","null","10","null","1","null","16","null","50","null","42","null","8","null","0","null","5","null","0","null","2","null","11","null","2","null","0","null","13","null","0","null","0","null","1","null","0","null","0","null","0","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010118006","Block Group 6, Census Tract 118, Philadelphia County, Pennsylvania","680","null","643","null","41","null","591","null","7","null","2","null","0","null","2","null","37","null","31","null","14","null","0","null","3","null","2","null","0","null","7","null","1","null","0","null","3","null","0","null","0","null","0","null","0","null","1","null","0","null","3","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
