"GEO_ID","NAME","P1_001N","P1_001NA","P1_002N","P1_002NA","P1_003N","P1_003NA","P1_004N","P1_004NA","P1_005N","P1_005NA","P1_006N","P1_006NA","P1_007N","P1_007NA","P1_008N","P1_008NA","P1_009N","P1_009NA","P1_010N","P1_010NA","P1_011N","P1_011NA","P1_012N","P1_012NA","P1_013N","P1_013NA","P1_014N","P1_014NA","P1_015N","P1_015NA","P1_016N","P1_016NA","P1_017N","P1_017NA","P1_018N","P1_018NA","P1_019N","P1_019NA","P1_020N","P1_020NA","P1_021N","P1_021NA","P1_022N","P1_022NA","P1_023N","P1_023NA","P1_024N","P1_024NA","P1_025N","P1_025NA","P1_026N","P1_026NA","P1_027N","P1_027NA","P1_028N","P1_028NA","P1_029N","P1_029NA","P1_030N","P1_030NA","P1_031N","P1_031NA","P1_032N","P1_032NA","P1_033N","P1_033NA","P1_034N","P1_034NA","P1_035N","P1_035NA","P1_036N","P1_036NA","P1_037N","P1_037NA","P1_038N","P1_038NA","P1_039N","P1_039NA","P1_040N","P1_040NA","P1_041N","P1_041NA","P1_042N","P1_042NA","P1_043N","P1_043NA","P1_044N","P1_044NA","P1_045N","P1_045NA","P1_046N","P1_046NA","P1_047N","P1_047NA","P1_048N","P1_048NA","P1_049N","P1_049NA","P1_050N","P1_050NA","P1_051N","P1_051NA","P1_052N","P1_052NA","P1_053N","P1_053NA","P1_054N","P1_054NA","P1_055N","P1_055NA","P1_056N","P1_056NA","P1_057N","P1_057NA","P1_058N","P1_058NA","P1_059N","P1_059NA","P1_060N","P1_060NA","P1_061N","P1_061NA","P1_062N","P1_062NA","P1_063N","P1_063NA","P1_064N","P1_064NA","P1_065N","P1_065NA","P1_066N","P1_066NA","P1_067N","P1_067NA","P1_068N","P1_068NA","P1_069N","P1_069NA","P1_070N","P1_070NA","P1_071N","P1_071NA",
"1500000US421010165002","Block Group 2, Census Tract 165, Philadelphia County, Pennsylvania","1112","null","1062","null","20","null","947","null","2","null","5","null","0","null","88","null","50","null","40","null","14","null","0","null","0","null","0","null","5","null","8","null","0","null","0","null","10","null","1","null","0","null","0","null","1","null","1","null","0","null","8","null","5","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010166001","Block Group 1, Census Tract 166, Philadelphia County, Pennsylvania","1187","null","1107","null","168","null","855","null","4","null","44","null","0","null","36","null","80","null","74","null","18","null","2","null","3","null","0","null","28","null","9","null","3","null","0","null","7","null","1","null","0","null","3","null","0","null","0","null","0","null","6","null","2","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010166002","Block Group 2, Census Tract 166, Philadelphia County, Pennsylvania","651","null","611","null","162","null","356","null","5","null","58","null","3","null","27","null","40","null","33","null","10","null","5","null","3","null","0","null","3","null","1","null","1","null","0","null","7","null","0","null","0","null","1","null","0","null","2","null","0","null","7","null","2","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167011","Block Group 1, Census Tract 167.01, Philadelphia County, Pennsylvania","902","null","849","null","13","null","817","null","2","null","1","null","1","null","15","null","53","null","53","null","24","null","0","null","3","null","0","null","3","null","9","null","0","null","0","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167012","Block Group 2, Census Tract 167.01, Philadelphia County, Pennsylvania","649","null","626","null","24","null","578","null","2","null","0","null","0","null","22","null","23","null","23","null","3","null","1","null","3","null","0","null","1","null","7","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167013","Block Group 3, Census Tract 167.01, Philadelphia County, Pennsylvania","1282","null","1256","null","51","null","1175","null","5","null","8","null","0","null","17","null","26","null","24","null","6","null","1","null","0","null","0","null","6","null","4","null","5","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167021","Block Group 1, Census Tract 167.02, Philadelphia County, Pennsylvania","600","null","587","null","10","null","558","null","1","null","3","null","0","null","15","null","13","null","11","null","7","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167022","Block Group 2, Census Tract 167.02, Philadelphia County, Pennsylvania","715","null","693","null","13","null","656","null","1","null","10","null","0","null","13","null","22","null","16","null","8","null","1","null","0","null","0","null","0","null","5","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","6","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167023","Block Group 3, Census Tract 167.02, Philadelphia County, Pennsylvania","862","null","824","null","58","null","731","null","3","null","20","null","0","null","12","null","38","null","33","null","14","null","0","null","0","null","0","null","9","null","4","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010167024","Block Group 4, Census Tract 167.02, Philadelphia County, Pennsylvania","731","null","703","null","85","null","566","null","2","null","17","null","0","null","33","null","28","null","22","null","4","null","1","null","2","null","1","null","3","null","6","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010168001","Block Group 1, Census Tract 168, Philadelphia County, Pennsylvania","1522","null","1478","null","20","null","1426","null","1","null","5","null","0","null","26","null","44","null","34","null","20","null","3","null","0","null","0","null","0","null","6","null","2","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","10","null","9","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010168002","Block Group 2, Census Tract 168, Philadelphia County, Pennsylvania","1332","null","1276","null","24","null","1192","null","12","null","9","null","0","null","39","null","56","null","46","null","19","null","3","null","0","null","0","null","1","null","14","null","1","null","0","null","6","null","0","null","0","null","0","null","0","null","2","null","0","null","10","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010168003","Block Group 3, Census Tract 168, Philadelphia County, Pennsylvania","711","null","668","null","30","null","621","null","6","null","0","null","0","null","11","null","43","null","37","null","22","null","1","null","1","null","0","null","1","null","2","null","5","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169011","Block Group 1, Census Tract 169.01, Philadelphia County, Pennsylvania","1051","null","1023","null","37","null","953","null","0","null","6","null","1","null","26","null","28","null","26","null","12","null","0","null","0","null","0","null","1","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","2","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169012","Block Group 2, Census Tract 169.01, Philadelphia County, Pennsylvania","819","null","808","null","12","null","773","null","9","null","1","null","2","null","11","null","11","null","11","null","6","null","0","null","0","null","0","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169013","Block Group 3, Census Tract 169.01, Philadelphia County, Pennsylvania","1255","null","1206","null","25","null","1147","null","0","null","1","null","2","null","31","null","49","null","46","null","21","null","2","null","0","null","0","null","7","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169021","Block Group 1, Census Tract 169.02, Philadelphia County, Pennsylvania","1269","null","1242","null","11","null","1199","null","6","null","7","null","4","null","15","null","27","null","25","null","8","null","0","null","2","null","0","null","1","null","2","null","1","null","0","null","11","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169022","Block Group 2, Census Tract 169.02, Philadelphia County, Pennsylvania","814","null","756","null","18","null","715","null","1","null","6","null","2","null","14","null","58","null","53","null","25","null","0","null","0","null","0","null","3","null","12","null","4","null","0","null","8","null","1","null","0","null","0","null","0","null","0","null","0","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169023","Block Group 3, Census Tract 169.02, Philadelphia County, Pennsylvania","1617","null","1572","null","10","null","1533","null","7","null","8","null","0","null","14","null","45","null","44","null","6","null","1","null","2","null","1","null","6","null","21","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010169024","Block Group 4, Census Tract 169.02, Philadelphia County, Pennsylvania","1330","null","1281","null","19","null","1236","null","1","null","2","null","1","null","22","null","49","null","41","null","7","null","0","null","0","null","1","null","5","null","16","null","4","null","2","null","4","null","1","null","0","null","0","null","0","null","0","null","1","null","7","null","3","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010170001","Block Group 1, Census Tract 170, Philadelphia County, Pennsylvania","1384","null","1305","null","445","null","754","null","1","null","74","null","3","null","28","null","79","null","70","null","27","null","1","null","11","null","0","null","13","null","7","null","5","null","1","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","8","null","4","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010170002","Block Group 2, Census Tract 170, Philadelphia County, Pennsylvania","491","null","466","null","4","null","454","null","4","null","4","null","0","null","0","null","25","null","25","null","11","null","0","null","2","null","0","null","0","null","2","null","1","null","0","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010170003","Block Group 3, Census Tract 170, Philadelphia County, Pennsylvania","1251","null","1191","null","342","null","783","null","2","null","47","null","0","null","17","null","60","null","52","null","14","null","1","null","7","null","0","null","13","null","7","null","3","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010171001","Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania","686","null","669","null","22","null","625","null","0","null","0","null","0","null","22","null","17","null","15","null","14","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010171002","Block Group 2, Census Tract 171, Philadelphia County, Pennsylvania","821","null","801","null","5","null","785","null","2","null","2","null","0","null","7","null","20","null","17","null","2","null","0","null","0","null","0","null","0","null","5","null","0","null","0","null","10","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010171003","Block Group 3, Census Tract 171, Philadelphia County, Pennsylvania","1469","null","1408","null","19","null","1341","null","3","null","10","null","3","null","32","null","61","null","56","null","31","null","1","null","1","null","0","null","9","null","3","null","2","null","0","null","8","null","0","null","0","null","1","null","0","null","0","null","0","null","5","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010171004","Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania","746","null","722","null","10","null","711","null","0","null","1","null","0","null","0","null","24","null","22","null","8","null","0","null","0","null","0","null","2","null","8","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172011","Block Group 1, Census Tract 172.01, Philadelphia County, Pennsylvania","902","null","861","null","7","null","841","null","3","null","1","null","0","null","9","null","41","null","39","null","23","null","1","null","0","null","0","null","5","null","1","null","1","null","0","null","7","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172012","Block Group 2, Census Tract 172.01, Philadelphia County, Pennsylvania","989","null","952","null","14","null","920","null","1","null","2","null","0","null","15","null","37","null","31","null","14","null","0","null","0","null","0","null","5","null","9","null","0","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","3","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172013","Block Group 3, Census Tract 172.01, Philadelphia County, Pennsylvania","1012","null","981","null","18","null","945","null","2","null","7","null","0","null","9","null","31","null","23","null","7","null","1","null","0","null","0","null","2","null","5","null","1","null","0","null","4","null","0","null","0","null","3","null","0","null","0","null","0","null","6","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172021","Block Group 1, Census Tract 172.02, Philadelphia County, Pennsylvania","1070","null","1048","null","14","null","1009","null","0","null","7","null","0","null","18","null","22","null","20","null","2","null","4","null","4","null","0","null","4","null","4","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172022","Block Group 2, Census Tract 172.02, Philadelphia County, Pennsylvania","961","null","927","null","27","null","884","null","1","null","2","null","0","null","13","null","34","null","31","null","20","null","1","null","1","null","0","null","1","null","6","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172023","Block Group 3, Census Tract 172.02, Philadelphia County, Pennsylvania","725","null","704","null","3","null","679","null","1","null","1","null","0","null","20","null","21","null","16","null","4","null","1","null","0","null","0","null","0","null","4","null","4","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","4","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010172024","Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania","973","null","935","null","11","null","908","null","1","null","3","null","0","null","12","null","38","null","33","null","9","null","1","null","1","null","0","null","3","null","11","null","2","null","0","null","5","null","1","null","0","null","0","null","0","null","0","null","0","null","4","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010173001","Block Group 1, Census Tract 173, Philadelphia County, Pennsylvania","1086","null","1049","null","20","null","1009","null","0","null","4","null","0","null","16","null","37","null","33","null","19","null","0","null","0","null","0","null","0","null","7","null","1","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","1","null","4","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010173002","Block Group 2, Census Tract 173, Philadelphia County, Pennsylvania","548","null","521","null","11","null","468","null","3","null","15","null","0","null","24","null","27","null","25","null","8","null","0","null","0","null","0","null","0","null","12","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010173003","Block Group 3, Census Tract 173, Philadelphia County, Pennsylvania","1238","null","1190","null","9","null","1152","null","4","null","6","null","0","null","19","null","48","null","44","null","13","null","0","null","0","null","0","null","7","null","4","null","5","null","0","null","12","null","0","null","0","null","0","null","0","null","1","null","2","null","4","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010174001","Block Group 1, Census Tract 174, Philadelphia County, Pennsylvania","1227","null","1158","null","29","null","1003","null","6","null","5","null","0","null","115","null","69","null","62","null","21","null","0","null","1","null","0","null","22","null","9","null","3","null","0","null","4","null","0","null","0","null","0","null","2","null","0","null","0","null","5","null","3","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US421010174002","Block Group 2, Census Tract 174, Philadelphia County, Pennsylvania","1080","null","1019","null","27","null","918","null","10","null","14","null","0","null","50","null","61","null","57","null","17","null","0","null","2","null","0","null","23","null","3","null","4","null","0","null","7","null","1","null","0","null","0","null","0","null","0","null","0","null","4","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
